
Q1. Clean the below data set in R software. Replace mean/median in the place of missing observation
Q2. Create two separate data frame in R for HR in UTC (8:30 AM and 17:30 PM) for mean wind speed from 1984 to 2008



MONTHLY SURFACE TAB3 DATA :
-------------------------
  INDEX = INDEX NO. OF THE STATION
  YEAR  = YEAR
  MN    = MONTH
  HR    = HOUR IN UTC ( 03 UTC = 0830 IST, 12 UTC = 1730 IST)
  RH    = MEAN RELATIVE HUMIDITY IN %
  NO    = No. OF OBSERVATIONS IN THE MONTH
  MWS   = MEAN WIND SPEED IN KMPH AT THE TIME OF OBSERVATION
  W1    = NO. OF DAYS WITH WIND SPEED >= 62 kmph
  W2    = NO. OF DAYS WITH WIND SPEED 20 - 61 kmph
  W3    = NO. OF DAYS WITH WIND SPEED 01 - 19 kmph
  W4    = NO. OF DAYS WITH CALM WIND
  N     = NO. OF DAYS WITH WIND FROM NORTHERLY DIRECTION
  NE    = NO. OF DAYS WITH WIND FROM NORTH EASTERLY DIRECTION
  E     = NO. OF DAYS WITH WIND FROM EASTERLY DIRECTION
  SE    = NO. OF DAYS WITH WIND FROM SOUTH EASTERLY DIRECTION
  S     = NO. OF DAYS WITH WIND FROM SOUTHERLY DIRECTION
  SW    = NO. OF DAYS WITH WIND FROM SOUTH WESTERLY DIRECTION
  W     = NO. OF DAYS WITH WIND FROM WESTERLY DIRECTION
  NW    = NO. OF DAYS WITH WIND FROM NORTH WESTERLY DIRECTION
  CA    = NO. OF DAYS WITH CALM WIND
  VR    = NO. OF DAYS WITH VARIABLE WIND DIRECTION

----------------------------------------------------------------------------
INDEX YEAR MN HR .RH NO .MWS W1 W2 W3 W4 NO .N NE .E SE .S SW .W NW CA VA NO
43001 1992 10 12  68 31  5.1  0  0 25  6 31  4  1  0  0  1  2  9  8  6  0 31
43001 1992 11 03  60 30  2.4  0  0 17 13 30  1  2 12  1  0  0  0  1 13  0 30
43001 1992 11 12  68 30  4.0  0  0 24  6 30  5  0  0  0  0  0  4 15  6  0 30
43001 1992 12 03  61 31  3.7  0  0 25  6 31  1  2 21  1  0  0  0  0  6  0 31
43001 1992 12 12  68 31  1.4  0  0 12 19 31  1  0  0  1  0  1  1  7 19  1 31
43001 1993 01 03  61 31  3.8  0  0 21 10 31 10  1  8  0  0  0  0  2 10  0 31
43001 1993 01 12  66 31  5.0  0  0 28  3 31  5  0  1  0  0  1  3 18  3  0 31
43001 1993 02 03  54 28  3.5  0  0 21  7 28  5  1 14  0  0  0  0  1  7  0 28
43001 1993 02 12  60 28  5.0  0  0 24  4 28  1  0  0  0  0  1  7 15  4  0 28
43001 1993 03 03  62 31  5.0  0  0 30  1 31  6  2 18  2  0  1  0  1  1  0 31
43001 1993 03 12  58 31  8.3  0  0 30  1 31  2  0  0  0  0  6 12 10  1  0 31
43001 1993 04 03  70 30  2.6  0  0 16 14 30  0  1 10  4  0  1  0  0 14  0 30
43001 1993 04 12  62 30 10.1  0  0 30  0 30  0  0  0  0  1  7 17  5  0  0 30
43001 1993 05 03  71 30  6.0  0  0 25  5 30  0  0  3  3  2 14  3  0  5  0 30
43001 1993 05 12  67 31 14.1  0  3 28  0 31  0  0  0  0  0 20 11  0  0  0 31
43001 1993 06 03  82 30  9.1  0  2 25  3 30  0  0  3  3  1 10  8  1  3  1 30
43001 1993 06 12  76 30 14.4  0  9 21  0 30  0  0  1  1  2 18  7  1  0  0 30
43001 1993 07 03  86 31 14.5  0 11 18  2 31  0  1  1  3  0 17  5  2  2  0 31
43001 1993 07 12  84 31 14.0  0 11 17  3 31  0  0  0  0  3 20  4  1  3  0 31
43001 1993 08 03  86 31  9.5  0  5 21  5 31  0  0  1  2  2 17  4  0  5  0 31
43001 1993 08 12  80 31 11.0  0  4 25  2 31  0  0  0  0  1 22  5  0  2  1 31
43001 1993 09 03  88 30  8.4  0  2 23  5 30  2  0  4  3  0  7  8  1  5  0 30
43001 1993 09 12  80 30  8.4  0  4 17  9 30  0  0  0  1  1  6 11  2  9  0 30
43001 1993 10 03  80 31  3.2  0  0 23  8 31  2  5 15  1  0  0  0  0  8  0 31
43001 1993 10 12  75 31  4.3  0  0 24  7 31  4  0  2  1  0  1  7  8  7  0 30
43001 1993 11 03  62 30  4.0  0  0 25  5 30  1  3 18  3  0  0  0  0  5  0 30
43001 1993 11 12  64 30  2.5  0  0 17 13 30  2  0  0  0  0  0  8  6 13  1 30
43001 1993 12 03  62 31  3.8  0  0 25  6 31  0  2 19  4  0  0  0  0  6  0 31
43001 1993 12 12  65 31  2.8  0  1 13 17 31  2  0  1  0  1  0  4  5 17  1 31
43001 1994 01 03  66 31  3.5  0  0 25  6 31  4  2 19  0  0  0  0  0  6  0 31
43001 1994 01 12  66 31  2.6  0  0 17 14 31  3  0  1  1  0  1  2  8 14  1 31
43001 1994 02 03  63 28  3.0  0  0 18 10 28  3  5  6  0  0  0  1  2 10  1 28
43001 1994 02 12  64 28  4.4  0  0 25  3 28  2  1  0  0  0  1  4 13  3  4 28
43001 1994 03 03  64 31  3.0  0  0 21 10 31  4  1 13  1  0  0  0  2 10  0 31
43001 1994 03 12  65 31  4.1  0  0 26  5 31  1  0  1  0  0  2  8 12  5  2 31
43001 1994 04 03  72 30  3.3  0  0 20 10 30  0  0  7  4  0  1  5  0 10  3 30
43001 1994 04 12  64 30  7.3  0  0 29  1 30  0  0  0  0  0  5 22  2  1  0 30
43001 1994 05 03  72 29  5.5  0  0 25  4 29  0  0  4  0  2 10  7  0  4  2 29
43001 1994 05 12  66 31  9.2  0  0 31  0 31  0  0  0  0  1 12 17  0  0  1 31
43001 1994 06 03  85 30 10.0  0  3 23  4 30  0  0  1  2  3 12  7  0  4  1 30
43001 1994 06 12  81 30 11.1  0  4 24  2 30  0  0  0  0  5 17  5  1  2  0 30
43001 1994 07 03  89 31  9.5  0  2 27  2 31  0  0  0  1  3 23  2  0  2  0 31
43001 1994 07 12  87 31 10.5  0  3 27  1 31  0  0  0  0  2 26  1  0  1  1 31
43001 1994 08 03  88 30 11.4  0  3 25  2 30  0  0  0  0  1 26  1  0  2  0 30
43001 1994 08 12  85 31 12.1  0  3 27  1 31  0  0  0  0  1 26  3  0  1  0 31
43001 1994 09 03  86 30  6.3  0  0 25  5 30  1  1  7  2  2 11  0  1  5  0 30
43001 1994 09 12  79 30  7.3  0  0 26  4 30  0  0  1  1  1 15  5  3  4  0 30
43001 1994 10 03  71 31  3.2  0  0 23  8 31  0  2 20  0  0  1  0  0  8  0 31
43001 1994 10 12  69 31  5.1  0  0 24  7 31  1  1  0  0  0  1 13  7  7  1 31
43001 1994 11 03  65 29  4.6  0  0 27  2 29  0  5 21  1  0  0  0  0  2  0 29
43001 1994 11 12  66 30  6.9  0  0 26  4 30  5  1  0  0  0  1  5 12  4  2 30
43001 1994 12 03  62 31  4.1  0  0 23  8 31  2  5 12  2  0  0  1  1  8  0 31
43001 1994 12 12  67 31  5.8  0  0 26  5 31  1  2  0  0  0  0  4 16  5  3 31
43001 1995 01 03  64 31  3.0  0  0 21 10 31  3  0 16  2  0  0  0  0 10  0 31
43001 1995 01 12  63 31  5.5  0  0 31  0 31  3  0  1  0  1  1  2 13  0 10 31
43001 1995 02 03  65 28  4.6  0  0 25  3 28  1  1 18  2  0  0  2  1  3  0 28
43001 1995 02 12  62 28  8.1  0  0 27  1 28  1  0  0  0  0  1  5 17  1  3 28
43001 1995 03 03  61 31  5.2  0  0 30  1 31  7  2 16  3  0  0  0  2  1  0 31
43001 1995 03 12  63 31  9.5  0  0 31  0 31  4  0  0  0  0  3  4 18  0  2 31
43001 1995 04 03  65 30  4.6  0  0 26  4 30  3  3  7  4  1  0  4  4  4  0 30
43001 1995 04 12  62 30  8.6  0  0 28  2 30  4  0  0  0  0  2  7 15  2  0 30
43001 1995 05 03  69 30  7.3  0  1 26  3 30  0  0  2  1  8 10  3  2  3  1 30
43001 1995 05 12  68 30 11.8  0  2 28  0 30  0  0  0  0  0 16 12  2  0  0 30
43001 1995 06 03  75 30  8.5  0  1 22  7 30  0  0  0  0  0 16  6  0  7  1 30
43001 1995 06 12  68 30 12.5  0  4 25  1 30  0  0  0  0  0 21  7  0  1  1 30
43001 1995 07 03  85 31  8.1  0  2 22  7 31  0  0  0  3  0 14  4  0  7  3 31
43001 1995 07 12  81 31 12.2  0  7 22  2 31  0  0  0  1  1 17  7  0  2  3 31
43001 1995 08 03  85 31  8.3  0  1 25  5 31  0  0  4  0  0 14  7  0  5  1 31
43001 1995 08 12  80 31 11.0  0  3 24  4 31  0  0  0  0  0 18  8  0  4  1 31
43001 1995 09 03  83 30  5.8  0  1 21  8 30  0  0  9  1  0  2  8  0  8  2 30
43001 1995 09 12  75 30  9.0  0  2 26  2 30  0  0  0  2  0  8 17  0  2  1 30
43001 1995 10 03  72 31  4.4  0  0 24  7 31  0  5 16  1  0  0  0  0  7  2 31
43001 1995 10 12  67 31  4.0  0  0 22  9 31  1  0  3  0  0  1  5  4  9  8 31
43001 1995 11 03  60 30  4.1  0  0 25  5 30  1  1 21  1  0  0  0  1  5  0 30
43001 1995 11 12  64 30  3.5  0  0 20 10 30  1  1  0  0  0  0  1 12 10  5 30
43001 1995 12 03  60 31  3.8  0  0 23  8 31  4  1 17  0  0  0  0  1  8  0 31
43001 1995 12 12  68 31  3.2  0  0 24  7 31  3  0  0  2  0  1  1 11  7  6 31
43001 1996 01 03  69 31  3.4  0  0 24  7 31  4  3 16  1  0  0  0  0  7  0 31
43001 1996 01 12  68 31  5.2  0  0 28  3 31  5  0  0  0  0  1  9 11  3  2 31
43001 1996 02 03  62 29  2.4  0  0 16 13 29  3  6  7  0  0  0  0  0 13  0 29
43001 1996 02 12  63 29  5.1  0  0 29  0 29  4  0  0  0  0  1  8 12  0  4 29
43001 1996 03 03  69 31  3.6  0  0 22  9 31  3  2 14  2  0  0  0  0  9  1 31
43001 1996 03 12  62 31  5.3  0  0 30  1 31  0  0  0  0  1  2  9 14  1  4 31
43001 1996 04 03  70 30  2.8  0  0 18 12 30  2  0  8  3  0  1  1  0 12  3 30
43001 1996 04 12  63 30  8.2  0  1 29  0 30  0  0  0  0  0  7 16  6  0  1 30
43001 1996 05 03  73 31  5.7  0  0 25  6 31  0  0  1  1  2  8  9  2  6  2 31
43001 1996 05 12  66 31  8.6  0  0 31  0 31  0  0  0  0  0 16 15  0  0  0 31
43001 1996 06 03  80 30  8.0  0  2 24  1 27  0  0  6  2  0 14  3  0  1  1 27
43001 1996 06 12  74 30  9.9  0  2 25  1 28  0  0  1  2  2 14  6  0  1  2 28
43001 1996 07 03  86 31  9.9  0  5 24  2 31  0  0  3  7  1 12  4  0  2  2 31
43001 1996 07 12  83 31  9.8  0  4 25  2 31  0  0  0  0  1 20  7  0  2  1 31
43001 1996 08 03  85 31 11.6  0  6 21  4 31  0  0  2  0  1 15  7  2  4  0 31
43001 1996 08 12  80 31  9.9  0  3 27  1 31  0  0  0  0  0 18  8  3  1  1 31
43001 1996 09 03  84 30  5.8  0  1 23  6 30  1  0  7  3  0  2 10  1  6  0 30
43001 1996 09 12  76 30  5.5  0  0 25  5 30  0  0  0  0  0  6 15  4  5  0 30
43001 1996 10 03  71 31  4.2  0  1 24  6 31  0  3 15  6  0  0  1  0  6  0 31
43001 1996 10 12  69 31  5.1  0  1 27  3 31  2  3  1  2  0  4  7  8  3  1 31
43001 1996 11 03  66 30  3.8  0  0 26  4 30  0  1 24  0  0  0  0  1  4  0 30
43001 1996 11 12  66 30  3.8  0  0 26  4 30  7  1  0  0  0  1  4 13  4  0 30
43001 1996 12 03  59 31  3.4  0  0 22  9 31  2  2 16  2  0  0  0  0  9  0 31
43001 1996 12 12  66 31  3.0  0  0 20 11 31  5  0  0  0  0  0  0 15 11  0 31
43001 1997 01 03  66 31  3.6  0  0 23  8 31  3  2 15  0  0  0  0  1  8  2 31
43001 1997 01 12  68 31  3.7  0  0 25  6 31  4  0  0  0  0  1  4 15  6  1 31
43001 1997 02 03  68 28  3.3  0  0 22  6 28  0  2 18  1  0  0  0  1  6  0 28
43001 1997 02 12  65 28  5.3  0  0 26  2 28  0  0  0  0  0  3  7 16  2  0 28
43001 1997 03 03  60 30  2.3  0  0 15 15 30  4  1  8  2  0  0  0  0 15  0 30
43001 1997 03 12  65 31  5.3  0  0 30  1 31  2  0  0  0  0  1  9 18  1  0 31
43001 1997 04 03  72 30  1.9  0  0 14 16 30  0  2  5  0  0  0  3  2 16  2 30
43001 1997 04 12  65 30  6.6  0  0 29  1 30  1  0  1  0  0  6 15  6  1  0 30
43001 1997 05 03  72 30  4.8  0  0 17 13 30  0  0  1  0  0 13  2  0 13  1 30
43001 1997 05 12  67 31 10.2  0  3 28  0 31  0  0  0  0  0 14 17  0  0  0 31
43001 1997 06 03  84 30  7.6  0  2 23  5 30  0  0  5  2  0 13  3  0  5  2 30
43001 1997 06 12  78 30 11.7  0  5 23  2 30  0  0  1  0  1 18  5  0  2  3 30
43001 1997 07 03  85 30  8.4  0  2 25  3 30  0  0  0  0  1 21  4  0  3  1 30
43001 1997 07 12  84 31 10.2  0  3 27  1 31  0  0  0  0  0 22  5  1  1  2 31
43001 1997 08 03  87 31 10.5  0  4 25  2 31  0  0  0  0  0 24  5  0  2  0 31
43001 1997 08 12  85 31 11.2  0  5 26  0 31  0  0  0  0  1 26  4  0  0  0 31
43001 1997 09 03  86 30  2.4  0  0 14 16 30  0  0  8  1  0  2  1  0 16  2 30
43001 1997 09 12  78 29  4.2  0  0 21  8 29  0  0  0  1  1  8  9  0  8  2 29
43001 1997 10 03  73 31  4.1  0  0 28  3 31  0  2 24  0  0  0  0  1  3  1 31
43001 1997 10 12  69 31  4.3  0  0 28  3 31  1  0  0  0  0  1 10 16  3  0 31
43001 1997 11 03  79 30  2.2  0  0 16 14 30  1  0 12  1  0  0  0  2 14  0 30
43001 1997 11 12  71 30  3.4  0  0 25  5 30  0  0  1  0  0  0  6 15  5  3 30
43001 1997 12 03  79 30  3.0  0  0 23  7 30  4  2 15  1  0  0  0  0  7  1 30
43001 1997 12 12  72 31  4.3  0  0 28  3 31  3  1  0  0  0  1  4 15  3  4 31
43001 1998 01 03  72 31  3.5  0  0 24  7 31  4  2 17  0  0  0  0  1  7  0 31
43001 1998 01 12  68 31  5.2  0  0 28  3 31  1  0  0  0  0  1  0 26  3  0 31
43001 1998 02 03  65 28  3.5  0  0 22  6 28  2  1 14  1  0  0  1  3  6  0 28
43001 1998 02 12  61 28  5.7  0  0 27  1 28  1  0  1  0  0  2  2 21  1  0 28
43001 1998 03 03  65 31  3.0  0  0 20 11 31  4  1 13  1  0  0  1  0 11  0 31
43001 1998 03 12  62 31  6.0  0  0 31  0 31  0  0  1  0  0  6  6 18  0  0 31
43001 1998 04 03  77 30  1.9  0  0 12 18 30  0  0  2  0  0  2  4  3 18  1 30
43001 1998 04 12  69 29  6.9  0  1 26  2 29  0  0  0  1  0 10 11  5  2  0 29
43001 1998 05 03  73 31  5.5  0  0 24  7 31  0  0  7  1  1 10  3  0  7  2 31
43001 1998 05 12  70 31 10.3  0  2 29  0 31  0  0  0  0  0 16 11  4  0  0 31
43001 1998 06 03  80 29  7.0  0  1 22  6 29  0  0  0  2  1 12  1  2  6  5 29
43001 1998 06 12  76 29  9.6  0  1 26  2 29  0  0  0  0  1 21  4  0  2  1 29
43001 1998 07 03  88 30  8.9  0  3 21  6 30  0  0  1  0  1 16  2  1  6  3 30
43001 1998 07 12  84 30  9.2  0  2 26  2 30  0  0  1  0  1 21  4  0  2  1 30
43001 1998 08 03  89 30  5.4  0  0 17 13 30  0  0  0  0  0 15  1  0 13  1 30
43001 1998 08 12  84 31 10.4  0  4 25  2 31  0  0  0  0  0 20  4  4  2  1 31
43001 1998 09 03  88 29  4.0  0  0 14 15 29  0  0  3  1  0  2  4  1 15  3 29
43001 1998 09 12  83 30  6.2  0  3 21  6 30  1  0  0  0  0  7  9  6  6  1 30
43001 1998 10 03  81 30  1.9  0  0 13 17 30  0  1  8  0  0  0  0  0 17  4 30
43001 1998 10 12  77 29  4.6  0  0 20  9 29  0  1  0  0  0  4  8  4  9  3 29
43001 1998 11 03  68 30  2.1  0  0 16 14 30  0  0 12  1  0  0  0  1 14  2 30
43001 1998 11 12  65 30  3.1  0  0 20 10 30  3  0  1  0  0  0  3 10 10  3 30
43001 1998 12 03  61 30  3.3  0  0 23  7 30  0  1 22  0  0  0  0  0  7  0 30
43001 1998 12 12  65 30  1.6  0  0 13 17 30  1  1  0  0  0  0  0 11 17  0 30
43001 1999 01 03  69 31  3.1  0  0 22  9 31  3  0 18  1  0  0  0  0  9  0 31
43001 1999 01 12  65 31  3.5  0  0 21 10 31  0  0  2  0  0  0  0 17 10  2 31
43001 1999 02 03  71 27  1.6  0  0 10 17 27  1  1  6  1  0  0  0  1 17  0 27
43001 1999 02 12  69 28  4.9  0  0 24  4 28  0  0  0  0  0  0  1 22  4  1 28
43001 1999 03 03  64 31  2.9  0  0 19 12 31  3  1 10  0  0  0  1  3 12  1 31
43001 1999 03 12  59 31  6.0  0  0 31  0 31  1  0  0  0  0  0  7 22  0  1 31
43001 1999 04 03  74 30  2.2  0  0 17 13 30  0  1 12  0  0  1  0  0 13  3 30
43001 1999 04 12  67 30  6.8  0  1 28  1 30  0  0  0  0  0 14 10  5  1  0 30
43001 1999 05 03  75 31  4.3  0  0 25  6 31  0  2  0  1  0 10  6  0  6  6 31
43001 1999 05 12  71 31  9.6  0  0 31  0 31  0  0  0  0  0 24  5  1  0  1 31
43001 1999 06 03  85 30  6.1  0  2 21  7 30  0  0  2  0  0 18  2  0  7  1 30
43001 1999 06 12  78 28 10.7  0  2 24  2 28  0  0  0  0  0 22  0  2  2  2 28
43001 1999 07 03  87 30 12.5  0  6 20  4 30  0  0  1  2  1 20  1  0  4  1 30
43001 1999 07 12  84 31 14.5  0 12 16  3 31  0  0  0  0  0 25  2  0  3  1 31
43001 1999 08 03  87 30  7.2  0  2 22  6 30  1  0  0  2  0 18  3  0  6  0 30
43001 1999 08 12  82 31  9.7  0  4 23  4 31  0  0  0  0  0 24  3  0  4  0 31
43001 1999 09 03  87 30  5.0  0  0 21  9 30  2  0  5  5  0  6  3  0  9  0 30
43001 1999 09 12  82 30  6.1  0  0 24  6 30  0  1  1  0  1 12  7  2  6  0 30
43001 1999 10 03  77 31  2.5  0  0 17 14 31  0  1 16  0  0  0  0  0 14  0 31
43001 1999 10 12  72 31  5.1  0  0 24  7 31  3  1  1  0  0  5  2 12  7  0 31
43001 1999 11 03  63 30  3.0  0  0 20 10 30  0  2 17  1  0  0  0  0 10  0 30
43001 1999 11 12  66 30  1.8  0  0 11 19 30  1  1  0  0  0  0  0  9 19  0 30
43001 1999 12 03  62 31  3.1  0  0 20 11 31  0  3 17  0  0  0  0  0 11  0 31
43001 1999 12 12  66 31  1.6  0  0 12 19 31  3  2  0  0  0  0  1  5 19  1 31
43001 2000 01 03  68 31  3.0  0  0 20 11 31  3  1 14  1  0  0  0  1 11  0 31
43001 2000 01 12  67 31  3.5  0  0 20 11 31  1  0  0  0  0  1  2 16 11  0 31
43001 2000 02 03  67 29  3.1  0  0 18 11 29  1  2 13  0  0  0  0  2 11  0 29
43001 2000 02 12  64 29  5.4  0  0 26  3 29  0  0  0  0  0  2  4 19  3  1 29
43001 2000 03 03  62 31  2.5  0  0 18 13 31  0  4 13  0  0  0  0  1 13  0 31
43001 2000 03 12  65 31  7.4  0  1 29  1 31  0  0  0  0  0  4  9 17  1  0 31
43001 2000 04 03  72 30  2.2  0  0 14 16 30  0  2  0  2  0  6  2  1 16  1 30
43001 2000 04 12  70 30  9.2  0  0 30  0 30  0  0  0  0  0 14 11  5  0  0 30
43001 2000 05 03  76 31  4.6  0  1 21  9 31  0  0  1  4  1 14  0  0  9  2 31
43001 2000 05 12  71 31 10.2  0  0 31  0 31  0  0  0  1  0 25  3  0  0  2 31
43001 2000 06 03  83 30 10.0  0  5 19  6 30  0  0  3  3  0 16  2  0  6  0 30
43001 2000 06 12  79 30 13.8  0  6 23  1 30  1  0  0  0  2 22  2  1  1  1 30
43001 2000 07 03  90 31 16.2  0 11 19  1 31  0  0  0  0  1 23  4  1  1  1 31
43001 2000 07 12  86 31 19.2  0 17 14  0 31  0  0  0  0  0 26  5  0  0  0 31
43001 2000 08 03  86 31 10.5  0  6 18  7 31  1  0  0  1  0 16  6  0  7  0 31
43001 2000 08 12  80 31 12.5  0  7 22  2 31  0  0  0  1  1 18  8  0  2  1 31
43001 2001 01 03  65 31  1.8  0  0 11 20 31  1  4  6  0  0  0  0  0 20  0 31
43001 2001 01 12  67 31  4.7  0  0 26  5 31  3  1  0  0  0  0  4 17  5  1 31
43001 2001 02 03  63 27  2.6  0  0 17 10 27  2  2 11  0  0  0  0  1 10  1 27
43001 2001 02 12  67 28  3.7  0  0 24  4 28  0  1  0  0  0  0  4 17  4  2 28
43001 2001 03 03  73 31  3.2  0  0 18 13 31  0  2 14  0  0  0  1  0 13  1 31
43001 2001 03 12  61 31  7.5  0  0 29  1 30  0  0  0  0  0  8 16  5  1  0 30
43001 2001 04 03  66 30  1.2  0  0  9 21 30  0  1  3  1  0  0  1  3 21  0 30
43001 2001 04 12  64 30  6.7  0  0 29  1 30  0  0  0  0  0  8 15  6  1  0 30
43001 2001 05 03  70 31  5.0  0  0 24  7 31  0  0  0  5  1 14  2  0  7  2 31
43001 2001 05 12  67 31 10.5  0  4 26  1 31  0  0  0  1  2 20  3  1  1  0 28
43001 2001 06 03  83 30  8.4  0  2 23  5 30  0  0  1  1  3 19  1  0  5  0 30
43001 2001 06 12  77 30 11.3  0  2 26  2 30  0  0  0  1  3 21  2  0  2  0 29
43001 2001 07 03  88 30  8.6  0  1 23  6 30  0  0  1  0  3 17  3  0  6  0 30
43001 2001 07 12  84 31  9.8  0  3 26  2 31  0  0  0  0  3 24  2  0  2  0 31
43001 2001 08 03  88 31  6.3  0  2 16 13 31  0  0  0  0  1 12  5  0 13  0 31
43001 2001 08 12  83 31  8.1  0  1 25  5 31  0  0  0  0  1 19  5  1  5  0 31
43001 2001 09 03  87 30  2.2  0  0 15 15 30  0  1 10  0  0  1  2  1 15  0 30
43001 2001 09 12  76 30  5.2  0  0 25  5 30  0  0  0  1  1  9 10  4  5  0 30
43001 2001 10 03  73 31  2.7  0  0 17 14 31  0  0 11  1  0  2  3  0 14  0 31
43001 2001 10 12  71 30  4.8  0  0 23  7 30  1  1  0  0  0  6  6  9  7  0 30
43001 2001 11 03  57 30  2.6  0  0 17 13 30  0  2 11  3  0  0  0  0 13  1 30
43001 2001 11 12  63 30  5.7  0  0 27  3 30  6  0  0  0  0  2  4 12  3  3 30
43001 2001 12 03  61 31  3.2  0  0 19 12 31  0  0 19  0  0  0  0  0 12  0 31
43001 2001 12 12  66 31  6.0  0  0 31  0 31  6  0  1  0  0  0  2 21  0  1 31
43001 2002 01 03  61 31  3.3  0  0 17 14 31  3  0 14  0  0  0  0  0 14  0 31
43001 2002 01 12  61 31  6.7  0  0 30  1 31  6  0  0  0  0  0  7 17  1  0 31
43001 2002 02 03  59 28  2.2  0  0 10 18 28  7  0  3  0  0  0  0  0 18  0 28
43001 2002 02 12  63 28  7.1  0  0 27  1 28  1  0  0  0  0  1  3 22  1  0 28
43001 2002 03 03  60 30  2.2  0  0 13 17 30  3  0  8  1  0  0  0  1 17  0 30
43001 2002 03 12  62 31  6.0  0  0 30  1 31  3  0  1  0  0  4  9 13  1  0 31
43001 2002 04 03  68 30  2.1  0  0 16 14 30  3  1  6  3  0  0  2  1 14  0 30
43001 2002 04 12  60 30  9.0  0  0 30  0 30  0  0  0  0  0  7 11 12  0  0 30
43001 2002 05 03  70 30 11.4  0  2 23  5 30  0  0  2  0  1 13  8  1  5  0 30
43001 2002 05 12  67 31 17.6  0 11 20  0 31  0  0  0  0  0 20 10  1  0  0 31
43001 2002 06 03  82 30 10.4  0  3 26  1 30  0  0  8  5  0 10  6  0  1  0 30
43001 2002 06 12  77 30 16.0  0  8 22  0 30  0  0  1  3  2 16  7  1  0  0 30
43001 2002 07 03  80 31 20.4  0 19 12  0 31  0  0  0  0  0 26  5  0  0  0 31
43001 2002 07 12  77 31 20.5  0 20 11  0 31  0  0  0  0  0 24  7  0  0  0 31
43001 2002 08 03  87 31 15.2  0 13 16  2 31  0  0  1  1  0 15 10  2  2  0 31
43001 2002 08 12  83 31 16.9  0 13 17  1 31  0  0  0  0  0 17 12  1  1  0 31
43001 2002 09 03  81 30  6.8  0  1 25  4 30  0  0 11  4  0  3  6  2  4  0 30
43001 2002 09 12  72 29 10.6  0  0 27  2 29  0  0  0  1  0  5 17  4  2  0 29
43001 2002 10 03  70 31  3.5  0  0 22  9 31  0  0 19  2  0  0  0  1  9  0 31
43001 2002 10 12  69 31  6.9  0  0 27  4 31  1  0  1  0  0  3  3 19  4  0 31
43001 2002 11 03  57 30  3.7  0  0 21  9 30  1  3 13  4  0  0  0  0  9  0 30
43001 2002 11 12  66 30  4.9  0  0 23  7 30  6  0  0  0  0  0  0 17  7  0 30
43001 2002 12 03  63 31  4.6  0  0 23  8 31  2  2 18  1  0  0  0  0  8  0 31
43001 2002 12 12  67 31  4.3  0  0 25  6 31  7  0  0  0  0  1  1 16  6  0 31
43001 2003 01 03  62 31  3.1  0  0 17 14 31  5  6  5  1  0  0  0  0 14  0 31
43001 2003 01 12  71 31  4.6  0  0 24  7 31  5  0  0  0  0  0  1 18  7  0 31
43001 2003 02 03  68 28  4.2  0  0 21  7 28  5  2 14  0  0  0  0  0  7  0 28
43001 2003 02 12  67 28  8.3  0  0 28  0 28  2  0  0  0  0  1  6 19  0  0 28
43001 2003 03 03  58 31  3.3  0  0 20 11 31  2  0 18  0  0  0  0  0 11  0 31
43001 2003 03 12  59 31  9.2  0  0 31  0 31  3  0  0  0  0  1 10 17  0  0 31
43001 2003 04 03  70 30  2.4  0  0 12 18 30  2  0  4  2  1  1  1  1 18  0 30
43001 2003 04 12  63 30 12.8  0  2 28  0 30  0  0  0  0  1  5 20  4  0  0 30
43001 2003 05 03  71 31  8.9  0  1 23  7 31  0  0  1  1  0 14  7  1  7  0 31
43001 2003 05 12  68 31 14.5  0  2 29  0 31  0  0  0  0  0 19 10  2  0  0 31
43001 2003 06 03  83 30  8.4  0  2 23  5 30  0  0  3  3  4 11  4  0  5  0 30
43001 2003 06 12  78 30 15.9  0  8 22  0 30  0  0  1  1  4 20  3  0  0  1 30
43001 2003 07 03  90 31 11.9  0  7 23  1 31  0  0  2  6  5 16  1  0  1  0 31
43001 2003 07 12  84 31 14.9  0 10 20  1 31  0  0  0  1  7 19  2  0  1  1 31
43001 2003 08 03  87 31 12.8  0 10 17  4 31  0  1  2  1  1 14  7  1  4  0 31
43001 2003 08 12  84 31 16.1  0 12 17  2 31  0  0  0  0  1 16 12  0  2  0 31
43001 2003 09 03  85 30  8.1  0  2 22  6 30  0  0  9  2  0  5  6  1  6  1 30
43001 2003 09 12  80 30 10.4  0  2 23  5 30  0  0  0  0  1  9 14  1  5  0 30
43001 2003 10 03  68 31  2.2  0  0 14 17 31  0  0 13  0  0  1  0  0 17  0 31
43001 2003 10 12  65 31  4.0  0  0 19 12 31  2  0  1  0  0  2  3  6 12  5 31
43001 2003 11 03  65 30  3.3  0  0 16 14 30  1  2 13  0  0  0  0  0 14  0 30
43001 2003 11 12  67 30  4.3  0  0 18 12 30  1  0  0  0  0  0  1 16 12  0 30
43001 2003 12 03  64 31  3.5  0  0 18 13 31  5  1 12  0  0  0  0  0 13  0 31
43001 2003 12 12  65 31  2.6  0  0 15 16 31  5  0  0  0  0  0  2  8 16  0 31
43001 2004 01 03  70 31  3.9  0  0 21 10 31  3  0 17  1  0  0  0  0 10  0 31
