
Q1. Clean the below data set in R software. Replace mean/median in the place of missing observation
Q2. Create two separate data frame in R for HR in UTC (8:30 AM and 17:30 PM) for mean wind speed from 1984 to 2008



MONTHLY SURFACE TAB3 DATA :
-------------------------
  INDEX = INDEX NO. OF THE STATION
  YEAR  = YEAR
  MN    = MONTH
  HR    = HOUR IN UTC ( 03 UTC = 0830 IST, 12 UTC = 1730 IST)
  RH    = MEAN RELATIVE HUMIDITY IN %
  NO    = No. OF OBSERVATIONS IN THE MONTH
  MWS   = MEAN WIND SPEED IN KMPH AT THE TIME OF OBSERVATION
  W1    = NO. OF DAYS WITH WIND SPEED >= 62 kmph
  W2    = NO. OF DAYS WITH WIND SPEED 20 - 61 kmph
  W3    = NO. OF DAYS WITH WIND SPEED 01 - 19 kmph
  W4    = NO. OF DAYS WITH CALM WIND
  N     = NO. OF DAYS WITH WIND FROM NORTHERLY DIRECTION
  NE    = NO. OF DAYS WITH WIND FROM NORTH EASTERLY DIRECTION
  E     = NO. OF DAYS WITH WIND FROM EASTERLY DIRECTION
  SE    = NO. OF DAYS WITH WIND FROM SOUTH EASTERLY DIRECTION
  S     = NO. OF DAYS WITH WIND FROM SOUTHERLY DIRECTION
  SW    = NO. OF DAYS WITH WIND FROM SOUTH WESTERLY DIRECTION
  W     = NO. OF DAYS WITH WIND FROM WESTERLY DIRECTION
  NW    = NO. OF DAYS WITH WIND FROM NORTH WESTERLY DIRECTION
  CA    = NO. OF DAYS WITH CALM WIND
  VR    = NO. OF DAYS WITH VARIABLE WIND DIRECTION

----------------------------------------------------------------------------
INDEX YEAR MN HR .RH NO .MWS W1 W2 W3 W4 NO .N NE .E SE .S SW .W NW CA VA NO
43058 1998 07 03  88 31 18.0  0 13 17  1 31  0  2  2  4  0 15  3  2  1  2 31
43058 1998 07 12  82 31 13.7  0  7 23  1 31  2  0  1  1  0  9  3  5  1  9 31
43058 1998 08 03  89 30 10.1  0  6 22  2 30  1  2  3  3  1  5  4  3  2  6 30
43058 1998 08 12  83 31 12.0  0  4 27  0 31  2  0  0  1  2  6  5  8  0  7 31
43058 1998 09 03  90 30  7.3  0  1 27  2 30  2  6  4  6  0  2  1  4  2  3 30
43058 1998 09 12  82 29 10.4  0  0 28  1 29  3  1  0  1  1  7  3 10  1  2 29
43058 1998 10 03  86 31  8.3  0  2 27  2 31  0  5 10  9  1  2  0  2  2  0 31
43058 1998 10 12  73 31 13.3  0  3 28  0 31  3  1  0  1  2  7  0 16  0  1 31
43058 1998 11 03  83 29  4.7  0  0 27  2 29  0  5 13  9  0  0  0  0  2  0 29
43058 1998 11 12  63 30  9.6  0  1 29  0 30  4  0  0  0  0  1  1 21  0  3 30
43058 1998 12 03  70 31  5.0  0  0 29  2 31  0  2 21  6  0  0  0  0  2  0 31
43058 1998 12 12  64 31  8.8  0  0 30  1 31  8  1  0  1  0  0  0 20  1  0 31
43058 1999 01 03  75 31  5.0  0  0 31  0 31  0  5 23  3  0  0  0  0  0  0 31
43058 1999 01 12  60 31 10.1  0  0 31  0 31 10  1  0  0  0  0  0 20  0  0 31
43058 1999 02 03  74 28  4.1  0  0 28  0 28  1 11  9  7  0  0  0  0  0  0 28
43058 1999 02 12  63 28 10.8  0  0 28  0 28  5  0  0  0  0  0  0 20  0  2 27
43058 1999 03 03  76 31  4.3  0  0 29  2 31  2 13  8  5  0  0  0  0  2  1 31
43058 1999 03 12  65 31 12.5  0  1 30  0 31  6  0  0  0  0  1  2 21  0  1 31
43058 1999 04 03  82 30  6.7  1  0 27  2 30  0  6 12  7  1  1  0  0  2  1 30
43058 1999 04 12  70 30 13.7  0  1 29  0 30  1  0  0  0  0  4  1 21  0  0 27
43058 1999 05 03  78 31  5.7  0  0 31  0 31  2  1  7 11  0  4  2  3  0  1 31
43058 1999 05 12  74 31 15.0  0  6 25  0 31  1  0  0  0  1  8  1 15  0  0 26
43058 1999 06 03  87 30 15.6  0  7 23  0 30  0  0  1 14  1  3  1  6  0  0 26
43058 1999 06 12  82 29 16.8  0  8 21  1 30  0  0  0  2  2  8  2 10  1  0 25
43058 1999 07 03  87 31 25.5  0 21 10  0 31  0  0  1  2  0  7  2  3  0  0 15
43058 1999 07 12  81 31 24.3  0 22  9  0 31  0  0  0  0  0 11  3  3  0  0 17
43058 1999 08 03  86 31 16.8  0 12 16  3 31  0  0  2  2  0  9  2  5  3  1 24
43058 1999 08 12  79 31 20.7  0 15 16  0 31  0  0  0  0  0 11  3 11  0  0 25
43058 1999 09 03  88 30  9.0  0  0 29  1 30  1  2  7  7  0  2  1  5  1  0 26
43058 1999 09 12  79 30 13.1  0  4 24  2 30  2  1  0  1  0  4  0 13  2  0 23
43058 1999 10 03  84 31  4.1  0  0 26  5 31  0  8 11  7  0  0  0  0  5  0 31
43058 1999 10 12  70 31 10.1  0  1 30  0 31  6  3  1  0  0  3  1 17  0  0 31
43058 1999 11 03  71 30  4.9  0  0 30  0 30  1  9 16  4  0  0  0  0  0  0 30
43058 1999 11 12  63 30 10.3  0  1 29  0 30 11  0  0  0  0  0  1 18  0  0 30
43058 1999 12 03  69 30  4.4  0  0 28  2 30  0  4 18  6  0  0  0  0  2  0 30
43058 1999 12 12  59 31  9.2  0  0 31  0 31  6  2  0  0  0  0  2 21  0  0 31
43058 2000 01 03  73 31  5.2  0  0 31  0 31  0 11 13  5  0  2  0  0  0  0 31
43058 2000 01 12  61 31 11.1  0  1 30  0 31 10  0  0  0  0  0  0 21  0  0 31
43058 2000 02 03  76 29  6.1  0  0 28  1 29  0 10 10  8  0  0  0  0  1  0 29
43058 2000 02 12  58 29 13.5  0  2 27  0 29  5  0  0  0  0  3  0 21  0  0 29
43058 2000 03 03  76 31  4.7  0  0 31  0 31  0  9 18  4  0  0  0  0  0  0 31
43058 2000 03 12  63 31 12.7  0  0 31  0 31  3  0  0  0  0  0  0 27  0  0 30
43058 2000 04 03  79 30  4.3  0  0 28  2 30  2  4 10  6  1  1  0  4  2  0 30
43058 2000 04 12  71 30 14.6  0  1 29  0 30  2  0  0  1  0  3  1 19  0  0 26
43058 2000 05 03  79 31  7.6  0  2 27  2 31  1  1  4  9  7  7  0  0  2  0 31
43058 2000 05 12  70 31 15.4  0  6 25  0 31  0  0  0  0  1 15  1  9  0  0 26
43058 2000 06 03  85 30 13.1  0  8 17  5 30  0  0  4  3  0  6  2  3  5  0 23
43058 2000 06 12  78 30 18.4  0 13 16  1 30  0  0  0  1  1  6  6  4  1  1 20
43058 2000 07 03  85 31 20.1  0 14 16  1 31  0  0  0  0  1 10  5  3  1  0 20
43058 2000 07 12  80 31 21.0  0 13 18  0 31  0  0  0  0  0  8  8  3  0  0 19
43058 2000 08 03  86 31 16.4  0 14 14  3 31  0  1  0  2  1  6  2  8  3  1 24
43058 2000 08 12  81 30 21.5  0 18 12  0 30  0  0  0  0  0  9  2  7  0  0 18
43058 2000 09 03  85 30  8.9  0  2 24  4 30  0  7  4  5  0  2  1  2  4  1 26
43058 2000 09 12  74 30 13.1  0  2 28  0 30  5  0  0  0  0  2  2 14  0  0 23
43058 2000 10 03  85 31  5.2  0  0 31  0 31  0  4 19  7  0  1  0  0  0  0 31
43058 2000 10 12  70 31  9.2  0  0 31  0 31  2  0  0  0  0  5  3 18  0  3 31
43058 2000 11 03  76 30  4.0  0  0 28  2 30  0  0 21  7  0  0  0  0  2  0 30
43058 2000 11 12  60 30  8.8  0  0 29  1 30  4  0  0  0  0  0  0 24  1  0 29
43058 2000 12 03  66 31  5.0  0  0 31  0 31  0  2 13 16  0  0  0  0  0  0 31
43058 2000 12 12  58 31  7.0  0  0 31  0 31  4  1  0  0  0  0  1 23  0  2 31
43058 2001 01 03  75 31  3.7  0  0 30  1 31  0 16  8  6  0  0  0  0  1  0 31
43058 2001 01 12  60 31  9.4  0  0 31  0 31  6  0  0  0  0  0  0 25  0  0 31
43058 2001 02 03  80 28  4.8  0  0 27  1 28  0 23  3  1  0  0  0  0  1  0 28
43058 2001 02 12  62 28 11.0  0  0 28  0 28  4  0  0  0  0  0  0 24  0  0 28
43058 2001 03 03  84 31  5.2  0  0 27  4 31  0  9 11  7  0  0  0  0  4  0 31
43058 2001 03 12  66 31 15.3  0  7 23  0 30  2  0  0  0  0  2  0 26  0  1 31
43058 2001 04 03  79 30  3.4  0  0 22  8 30  0  7  6  7  0  0  0  1  8  1 30
43058 2001 04 12  72 30 15.3  0  7 22  0 29  2  0  0  1  0  0  0 26  0  1 30
43058 2001 05 03  76 30  8.4  0  2 25  3 30  1  6  2  9  6  1  0  1  3  0 29
43058 2001 05 12  69 31 22.3  0 13 18  0 31  1  0  0  1  3  6  0 11  0  0 22
43058 2001 06 03  82 30 21.2  2 10 17  1 30  0  0  1  4  1 16  2  0  1  0 25
43058 2001 06 12  78 30 26.4  1 19 10  0 30  0  0  0  0  1 15  5  1  0  0 22
43058 2001 07 03  86 31 21.9  0 17 13  1 31  0  0  0  0  1 14  2  0  1  0 18
43058 2001 07 12  84 31 24.1  0 19 12  0 31  0  0  0  0  0 12  2  2  0  0 16
43058 2001 08 03  87 30 17.5  0 10 19  1 30  0  0  0  0  1  7  2  5  1  1 17
43058 2001 08 12  83 31 18.7  0 14 17  0 31  2  0  0  0  1  5  2  7  0  0 17
43058 2001 09 03  87 30  7.4  0  1 27  2 30  0  3  9 12  0  1  0  3  2  0 30
43058 2001 09 12  77 30 10.8  0  2 27  1 30  1  0  0  1  1  2  2 16  1  2 26
43058 2001 10 03  82 31  6.0  0  0 29  2 31  2  5  9  8  1  1  0  3  2  0 31
43058 2001 10 12  72 31  9.7  0  1 29  1 31  5  0  1  2  0  1  1 16  1  0 27
43058 2001 11 03  71 30  4.2  0  0 28  2 30  0  5 11 12  0  0  0  0  2  0 30
43058 2001 11 12  60 30  7.0  0  0 30  0 30  2  0  0  0  0  0  0 27  0  1 30
43058 2001 12 03  72 30  3.2  0  0 29  1 30  0  6 15  8  0  0  0  0  1  0 30
43058 2001 12 12  59 31  5.6  0  0 31  0 31  8  0  0  0  0  0  0 22  0  1 31
43058 2002 01 03  69 31  4.7  0  0 31  0 31  0  6 18  7  0  0  0  0  0  0 31
43058 2002 01 12  56 31  9.6  0  1 30  0 31  2  0  0  0  0  0  0 27  0  2 31
43058 2002 02 03  69 28  4.9  0  0 26  2 28  1 10 10  4  1  0  0  0  2  0 28
43058 2002 02 12  61 28 12.1  0  2 26  0 28  3  0  0  1  0  1  1 21  0  1 28
43058 2002 03 03  73 31  4.0  0  0 28  3 31  3  9  9  4  2  0  0  1  3  0 31
43058 2002 03 12  61 31 14.5  0  4 27  0 31  4  1  0  0  2  0  0 22  0  0 29
43058 2002 04 03  78 30  2.9  0  1 18 11 30  0  2 10  6  1  0  0  0 11  0 30
43058 2002 04 12  68 30 12.6  0  2 28  0 30  4  0  0  0  0  0  2 23  0  0 29
43058 2002 05 03  75 31  9.2  0  3 22  6 31  2  0  0  1  1  4  5  8  6  1 28
43058 2002 05 12  68 31 16.7  0 10 21  0 31  0  0  0  0  0  5  7 15  0  0 27
43058 2002 06 03  83 30 13.3  0  7 21  2 30  1  1  1  5  3  5  2  5  2  1 26
43058 2002 06 12  77 30 20.0  0 16 14  0 30  1  0  0  0  0  9  5  8  0  0 23
43058 2002 07 03  84 31 21.4  0 20 11  0 31  0  0  0  0  0 11  9  5  0  1 26
43058 2002 07 12  78 31 24.2  0 22  9  0 31  0  0  0  0  0 10  9  5  0  0 24
43058 2002 08 03  88 31 21.0  0 18 13  0 31  1  0  2  3  0 11  6  8  0  0 31
43058 2002 08 12  84 31 21.1  0 15 16  0 31  1  0  0  0  0 11  8 11  0  0 31
43058 2002 09 03  88 30  8.6  0  2 27  1 30  1  1  9 13  0  0  0  5  1  0 30
43058 2002 09 12  75 30 13.7  0  2 28  0 30  2  0  0  1  0  0  2 24  0  1 30
43058 2002 10 03  79 31  4.1  0  0 26  5 31  1  3 12  9  1  0  0  0  5  0 31
43058 2002 10 12  65 31  9.4  0  0 30  1 31  3  0  0  0  0  1  2 24  1  0 31
43058 2002 11 03  75 30  3.7  0  0 25  5 30  0  6 12  7  0  0  0  0  5  0 30
43058 2002 11 12  59 30  8.1  0  0 30  0 30  5  0  0  0  0  1  0 24  0  0 30
43058 2002 12 03  75 31  4.6  0  0 30  1 31  0  8 15  7  0  0  0  0  1  0 31
43058 2002 12 12  61 31  8.2  0  0 31  0 31  9  0  0  0  0  0  2 20  0  0 31
43058 2003 01 03  75 31  3.6  0  0 27  4 31  2  7 11  6  1  0  0  0  4  0 31
43058 2003 01 12  64 31  7.2  0  0 29  2 31  3  0  0  0  0  1  1 24  2  0 31
43058 2003 02 03  81 28  4.1  0  0 25  3 28  0 12 10  3  0  0  0  0  3  0 28
43058 2003 02 12  68 28 11.5  0  2 26  0 28  5  1  0  0  0  1  1 20  0  0 28
43058 2003 03 03  75 31  4.6  0  0 30  1 31  0 17 11  2  0  0  0  0  1  0 31
43058 2003 03 12  60 31 16.0  0  7 24  0 31  5  0  0  0  0  0  0 26  0  0 31
43058 2003 04 03  77 30  3.5  0  0 21  9 30  4  8  3  4  1  1  0  0  9  0 30
43058 2003 04 12  67 30 17.7  0 10 20  0 30  1  0  0  0  0  3  2 24  0  0 30
43058 2003 05 03  75 31  7.8  0  1 29  1 31  2  3  4  4  2  0  3 11  1  1 31
43058 2003 05 12  67 31 19.0  0 17 14  0 31  0  0  0  0  0  2  5 24  0  0 31
43058 2003 06 03  85 30 13.2  0  7 22  1 30  0  1  2  5  5  9  3  3  1  1 30
43058 2003 06 12  80 30 20.9  0 19 11  0 30  0  2  0  1  6 11  4  5  0  1 30
43058 2003 07 03  88 31 20.0  0 14 17  0 31  0  0  2  7  5 11  3  1  0  0 29
43058 2003 07 12  83 31 22.3  0 18 13  0 31  0  0  0  2  2 17  5  0  0  0 26
43058 2003 08 03  85 31 19.4  0 16 15  0 31  1  1  1  2  2 12  5  7  0  0 31
43058 2003 08 12  81 31 19.0  0 14 17  0 31  2  1  0  1  2 13  3  8  0  0 30
43058 2003 09 03  88 30 12.4  0  7 22  1 30  0  2  8  8  0  3  1  7  1  0 30
43058 2003 09 12  78 30 18.6  0 14 16  0 30  0  1  0  2  0  6  6 14  0  0 29
43058 2003 10 03  80 31  6.2  0  0 28  3 31  0  6 15  3  0  2  0  2  3  0 31
43058 2003 10 12  63 31 10.7  0  0 31  0 31  3  0  0  0  1  3  3 21  0  0 31
43058 2003 11 03  75 30  3.6  0  0 28  2 30  0 11 14  3  0  0  0  0  2  0 30
43058 2003 11 12  58 30 10.1  0  0 30  0 30  2  0  0  0  0  0  9 19  0  0 30
43058 2003 12 03  73 31  3.7  0  0 30  1 31  0  7 20  3  0  0  0  0  1  0 31
43058 2003 12 12  59 31  7.8  0  0 31  0 31  2  0  0  0  0  0  4 24  0  1 31
43058 2004 01 03  76 31  4.5  0  0 31  0 31  2 12 10  6  0  0  1  0  0  0 31
43058 2004 01 12  60 31 10.9  0  0 31  0 31  4  0  0  1  0  2  1 23  0  0 31
43058 2004 02 03  71 29  3.8  0  0 28  1 29  4 16  8  0  0  0  0  0  1  0 29
43058 2004 02 12  63 29 13.6  0  1 28  0 29  6  0  0  0  0  0  4 19  0  0 29
43058 2004 03 03  76 31  5.6  0  0 30  1 31  1 16  9  3  0  0  0  1  1  0 31
43058 2004 03 12  65 31 15.5  0  6 25  0 31  4  0  0  0  0  2  6 19  0  0 31
43058 2004 04 03  82 30  4.7  0  0 28  2 30  2 12  9  4  1  0  0  0  2  0 30
43058 2004 04 12  68 30 19.0  0 12 18  0 30  2  0  0  0  0  0  5 23  0  0 30
43058 2004 05 03  77 31  6.7  0  0 29  2 31  2  5  8  8  0  4  1  1  2  0 31
43058 2004 05 12  73 31 18.7  0 13 18  0 31  2  0  0  1  0  7  7 14  0  0 31
43058 2004 06 03  85 30 18.9  0 14 16  0 30  0  1  1  6  2 13  2  5  0  0 30
43058 2004 06 12  78 30 28.6  1 22  7  0 30  0  0  0  0  4 19  3  4  0  0 30
43058 2004 07 03  88 31 17.6  0 13 18  0 31  0  3  2  4  0 17  3  2  0  0 31
43058 2004 07 12  84 31 19.9  0 17 13  1 31  0  4  1  2  2 13  5  3  1  0 31
43058 2004 08 03  86 31 27.2  0 27  4  0 31  0  0  0  0  0 20  8  2  0  0 30
43058 2004 08 12  82 31 26.1  0 24  7  0 31  0  0  0  0  0 14  9  7  0  0 30
43058 2004 09 03  89 30  7.0  0  1 28  1 30  1  7  6  7  1  1  2  3  1  1 30
43058 2004 09 12  78 30 11.6  0  2 28  0 30  2  1  0  0  0  4  7 16  0  0 30
43058 2004 10 03  79 31  5.3  0  0 25  6 31  0  8 10  7  0  0  0  0  6  0 31
43058 2004 10 12  63 31 11.0  0  5 25  1 31  3  1  1  0  1  2  6 16  1  0 31
43058 2004 11 03  75 30  4.1  0  0 25  5 30  0 10 13  2  0  0  0  0  5  0 30
43058 2004 11 12  61 30  8.4  0  0 29  1 30  2  1  0  0  0  1  3 22  1  0 30
43058 2004 12 03  72 31  6.5  0  0 26  1 27  0 11 18  1  0  0  0  0  1  0 31
43058 2004 12 12  64 31  8.0  0  0 24  1 25  5  0  0  0  0  1  4 20  1  0 31
43058 2005 01 03  73 31  7.2  0  0 29  2 31  0 16 12  1  0  0  0  0  2  0 31
43058 2005 01 12  57 31 12.3  0  0 31  0 31  9  0  0  0  0  0  2 20  0  0 31
43058 2005 02 03  74 28  6.4  0  0 28  0 28  1 20  6  0  0  0  0  0  0  1 28
43058 2005 02 12  61 28 10.5  0  0 28  0 28  2  0  0  1  0  1  2 21  0  1 28
43058 2005 03 03  78 31  5.0  0  0 30  1 31  0 22  5  0  0  2  0  0  1  1 31
43058 2005 03 12  65 31 12.9  0  1 30  0 31  3  0  0  0  0  0  2 26  0  0 31
43058 2005 04 03  77 30  3.8  0  0 23  7 30  1 10  9  2  0  1  0  0  7  0 30
43058 2005 04 12  63 30 13.8  0  2 28  0 30  1  0  0  0  0  2  6 21  0  0 30
43058 2005 05 03  76 31  3.6  0  0 28  3 31  2  6  6  3  5  1  1  4  3  0 31
43058 2005 05 12  69 31 17.2  0 10 21  0 31  0  0  0  0  0  0  4 27  0  0 31
43058 2005 06 03  83 30 14.9  0  9 17  4 30  4  2  0  4  1  8  1  4  4  2 30
43058 2005 06 12  76 30 21.7  0 13 17  0 30  0  0  1  0  1 11  5 10  0  2 30
43058 2005 07 03  86 31 23.2  0 18 12  0 30  0  2  3  1  0 15  2  5  0  3 31
43058 2005 07 12  82 29 25.3  0 22  6  0 28  1  0  0  0  0 12  6  9  0  1 29
43058 2005 08 03  87 31 23.7  0 20 11  0 31  0  0  3  3  0 15  3  7  0  0 31
43058 2005 08 12  80 31 24.9  0 24  7  0 31  2  0  0  0  0 10  6 13  0  0 31
43058 2005 10 03  84 31  5.9  0  0 26  5 31  0 10 12  3  0  1  0  0  5  0 31
43058 2005 10 12  68 31 11.3  0  0 31  0 31  6  0  0  0  0  3  3 19  0  0 31
43058 2005 11 03  73 28  5.7  0  0 28  0 28  0  9 16  2  0  1  0  0  0  0 28
43058 2005 11 12  61 27 10.1  0  0 27  0 27  5  0  0  0  0  0  3 18  0  1 27
43058 2005 12 03  75 30  5.0  0  0 30  0 30  0 13 16  1  0  0  0  0  0  0 30
43058 2005 12 12  59 31 10.2  0  0 31  0 31  7  0  0  0  0  0  2 22  0  0 31
43058 2006 01 03  71 31  5.4  0  0 30  1 31  1 12 15  2  0  0  0  0  1  0 31
43058 2006 01 12  62 31 11.2  0  0 31  0 31  7  0  0  0  0  1  3 20  0  0 31
43058 2006 02 03  73 28  5.2  0  0 28  0 28  2 11 13  2  0  0  0  0  0  0 28
43058 2006 02 12  64 28 13.0  0  1 27  0 28  5  0  0  0  0  0  4 19  0  0 28
43058 2006 03 03  80 31  5.4  0  0 30  1 31  0 15 14  1  0  0  0  0  1  0 31
43058 2006 03 12  63 31 17.4  0 11 20  0 31  5  0  0  0  0  1  8 17  0  0 31
43058 2006 04 03  85 30  4.8  0  0 28  2 30  2 13 10  2  0  0  0  0  2  1 30
43058 2006 04 12  72 30 20.5  0 22  8  0 30  2  0  0  0  0  0  5 23  0  0 30
43058 2006 05 03  81 30  5.8  0  1 27  2 30  1 13  5  4  1  1  1  2  2  0 30
43058 2006 05 12  72 31 14.9  0  9 22  0 31  1  2  0  1  0  1  1 21  0  4 31
43058 2006 06 03  87 29 10.8  0  4 25  0 29  0  2  7 13  0  5  0  1  0  1 29
43058 2006 06 12  76 30 17.4  0 10 20  0 30  0  1  0  1  2  9  6  9  0  2 30
43058 2006 07 03  89 30 31.2  0 29  1  0 30  0  0  0  0  0 29  1  0  0  0 30
43058 2006 07 12  84 30 30.7  0 28  2  0 30  0  0  0  0  0 28  0  1  0  1 30
43058 2006 08 03  87 31 26.8  0 26  5  0 31  0  0  0  0  0 29  0  1  0  1 31
43058 2006 08 12  83 31 22.6  0 26  5  0 31  0  0  0  0  0 25  1  4  0  1 31
43058 2006 09 03  89 30  8.0  0  5 23  2 30  2  3  7  9  1  2  1  3  2  0 30
43058 2006 09 12  80 30 15.0  0  6 24  0 30  1  0  0  2  3  7  2 15  0  0 30
43058 2006 10 03  82 31  4.7  0  1 23  7 31  0  7 12  2  1  0  0  2  7  0 31
43058 2006 10 12  68 30 10.2  0  0 29  1 30  8  1  0  0  1  1  2 16  1  0 30
43058 2006 11 03  75 30  4.0  0  0 23  7 30  0 13  6  3  0  0  1  0  7  0 30
43058 2006 11 12  58 30  9.1  0  0 30  0 30  4  1  0  1  0  1  3 18  0  2 30
43058 2006 12 03  76 31  6.4  0  0 31  0 31  0 15 14  2  0  0  0  0  0  0 31
43058 2006 12 12  61 31 10.4  0  0 31  0 31  3  0  0  0  0  1  7 19  0  1 31
43058 2007 01 03  75 30  6.0  0  0 30  0 30  1 17 10  2  0  0  0  0  0  0 30
43058 2007 01 12  67 28 12.1  0  0 28  0 28  8  0  0  0  0  0  1 19  0  0 28
43058 2007 02 03  78 27  7.0  0  0 27  0 27  0 11 12  4  0  0  0  0  0  0 27
43058 2007 02 12  62 27 15.1  0  3 24  0 27  1  0  0  0  0  3  7 16  0  0 27
43058 2007 04 03  83 29  5.9  0  0 28  1 29  1  9 11  5  1  1  0  0  1  0 29
43058 2007 04 12  73 30 19.0  0 14 16  0 30  3  0  0  0  0  2  9 15  0  0 29
43058 2007 05 03  76 29  4.4  0  0 29  0 29  0  1  6  5  6  1  0 10  0  0 29
43058 2007 05 12  68 28 14.8  0  3 25  0 28  0  0  0  0  0  2  2 23  0  1 28
43058 2007 06 03  84 30 11.9  0  5 25  0 30  0  2  3 14  0  6  1  3  0  1 30
43058 2007 06 12  80 28 24.2  0 15 13  0 28  0  0  0  1  6 12  1  5  0  0 25
43058 2007 07 03  87 30 22.2  0 18 12  0 30  0  1  3  3  1 20  1  0  0  1 30
43058 2007 07 12  82 30 21.4  0 17 13  0 30  2  0  0  0  1 22  2  0  0  3 30
43058 2007 08 03  88 31 21.8  0 19 12  0 31  0  0  4  4  0 21  1  0  0  1 31
43058 2007 08 12  83 30 26.0  0 24  6  0 30  0  0  1  1  0 22  4  2  0  0 30
43058 2007 09 03  89 30 13.5  0  8 22  0 30  0  3 10  7  0  8  0  1  0  1 30
43058 2007 09 12  80 30 17.8  0 11 19  0 30  0  0  0  1  4  9  5  9  0  2 30
43058 2007 10 03  81 31  5.2  0  0 30  1 31  0 16 11  2  1  0  0  0  1  0 31
43058 2007 10 12  67 31 10.8  0  1 30  0 31  2  0  0  0  0  1  4 24  0  0 31
43058 2007 11 03  76 30  6.2  0  0 30  0 30  0 19 10  1  0  0  0  0  0  0 30
43058 2007 11 12  63 28 10.8  0  0 28  0 28  1  0  0  0  0  0  5 21  0  1 28
43058 2007 12 03  74 31  6.0  0  0 31  0 31  1 20  8  2  0  0  0  0  0  0 31
43058 2007 12 12  66 31  9.4  0  0 31  0 31  3  4  0  0  0  2  1 21  0  0 31
43058 2008 01 03  78 31  5.8  0  0 31  0 31  0 23  7  1  0  0  0  0  0  0 31
43058 2008 01 12  64 31 14.1  1  0 30  0 31  6  0  0  0  0  0  0 25  0  0 31
43058 2008 02 03  77 29  5.6  0  0 29  0 29  0 20  8  1  0  0  0  0  0  0 29
43058 2008 02 12  68 29 13.7  0  3 26  0 29  6  0  0  0  0  0  3 20  0  0 29
43058 2008 03 03  82 30  6.0  0  0 30  0 30  0 21  8  1  0  0  0  0  0  0 30
43058 2008 03 12  71 31 15.3  0  3 28  0 31  2  0  0  0  0  1  7 19  0  2 31
43058 2008 04 03  81 30  6.4  0  1 28  1 30  0 14  9  5  0  0  0  1  1  0 30
43058 2008 04 12  69 29 17.2  0 12 17  0 29  1  0  0  1  0  2  3 20  0  2 29
43058 2008 05 03  76 31  7.9  0  1 30  0 31  1  4  9  5  0  3  1  7  0  1 31
43058 2008 05 12  67 31 18.2  0 14 17  0 31  0  0  0  0  0  4 10 17  0  0 31
43058 2008 06 03  84 28 24.4  0 19  8  0 27  0  0  0  5  4 16  2  0  0  1 28
43058 2008 06 12  81 29 23.2  0 18 11  0 29  0  0  0  4  5 13  0  3  0  3 28
43058 2008 07 03  90 31 24.6  0 22  9  0 31  0  0  2  1  0 21  1  1  0  5 31
43058 2008 07 12  87 30 24.9  0 22  8  0 30  0  0  0  1  0 22  0  3  0  4 30
43058 2008 08 03  93 31 12.5  0  6 24  1 31  0  3  4  1  0  5  3  3  1 11 31
43058 2008 08 12  85 29 17.1  0 10 19  0 29  1  1  0  0  0  6  5  9  0  7 29
43058 2008 09 03  90 30  9.0  0  3 27  0 30  0  5 14  3  1  2  0  1  0  4 30
43058 2008 09 12  79 30 12.9  0  5 25  0 30  1  1  0  1  0  3  5 14  0  5 30
43058 2008 11 03  76 30  4.7  0  0 28  2 30  0 17  8  3  0  0  0  0  2  0 30
43058 2008 11 12  62 30  7.7  0  0 29  1 30  2  1  0  1  0  1  2 22  1  0 30
43058 2008 12 03  77 29  6.7  0  0 29  0 29  0 12 16  1  0  0  0  0  0  0 29
43058 2008 12 12  62 31  8.4  0  0 30  0 30  0  0  0  0  0  1  2 27  0  1 31
43110 1988 01 03  68 30  6.0  0  0 25  5 30  0  1 18  6  0  0  0  0  5  0 30
43110 1988 01 12  53 31 12.1  0  3 28  0 31  1  0  1  1  0  0  9 19  0  0 31
43110 1988 02 03  73 29  5.3  0  0 24  5 29  3 10  5  4  0  0  0  2  5  0 29
43110 1988 02 12  62 29 14.5  0  6 23  0 29  1  0  0  0  0  3  2 23  0  0 29
43110 1988 03 03  77 30  6.2  0  0 27  3 30 10 11  2  1  1  0  0  2  3  0 30
43110 1988 03 12  66 31 16.5  0 11 20  0 31  2  0  0  0  0  0  2 27  0  0 31
43110 1988 04 03  77 30  4.6  0  0 22  8 30  2  3  4  7  3  0  0  3  8  0 30
43110 1988 04 12  69 30 13.7  0  4 25  0 29  0  0  0  0  0  0 12 18  0  0 30
43110 1988 05 03  75 31  6.3  0  0 28  3 31  4  2  0  0  1  3  0 18  3  0 31
43110 1988 05 12  71 31 13.9  0  3 28  0 31  0  0  0  0  0  0  6 25  0  0 31
43110 1988 06 03  87 30  6.4  0  1 27  2 30  0  1  3  8  5  6  2  3  2  0 30
43110 1988 06 12  84 30  8.0  0  1 26  3 30  1  0  0  2  5  8  7  4  3  0 30
43110 1988 07 03  91 31  5.8  0  0 20 11 31  0  0  1  3  0  2 13  1 11  0 31
43110 1988 07 12  88 31 10.0  0  2 26  3 31  0  0  0  0  0  8 19  1  3  0 31
43110 1988 08 03  93 31  4.7  0  0 23  8 31  0  3  2  2  1  0 15  0  8  0 31
43110 1988 08 12  87 30  8.4  0  0 29  1 30  0  1  0  0  0  1 21  6  1  0 30
